Job ID,Agency,Posting Type,Total Positions,Title Classification,Level,Job Category,Full-Time/Part-Time indicator,Career Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Hours/Shift,Residency Requirement,Posting Date,Job Postings Year
612392,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),75197,94341,Annual,John Street,TBD,Not required,11/16/23,2023
611748,HOUSING PRESERVATION & DVLPMNT,External,1,Non-Competitive-5,1,Constituent Services & Community Programs,F,Entry-Level,48170,48170,Annual,Gold Street,TBD,Hybrid,10/18/23,2023
614997,DEPT OF HEALTH/MENTAL HYGIENE,Internal,4,Competitive-1,M1,Health,F,Experienced (non-manager),92064,92064,Annual,Bronx,TBD,Not required,11/6/23,2023
590749,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),79620,117541,Annual,Broadway,40 hours per week,Not required,9/29/23,2023
600659,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,1,"Engineering, Architecture, & Planning",F,Entry-Level,56181,64608,Annual,Queens,35 Hours Per Week,Not required,9/6/23,2023
615100,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),70611,85000,Annual,28th Street,TBD,Hybrid,11/27/23,2023
588797,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Health,F,Experienced (non-manager),39763,64420,Annual,26th Street,TBD,Hybrid,6/16/23,2023
572524,FIRE DEPARTMENT,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),65232,151810,Annual,Brooklyn,TBD,Hybrid,5/19/23,2023
580269,DEPT OF PARKS & RECREATION,Internal,6,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59497,59497,Annual,105 Street,TBD,Not required,4/7/23,2023
614001,BRONX DISTRICT ATTORNEY,Internal,3,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),40866,40866,Annual,Bronx,TBD,Not required,10/30/23,2023
561616,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),80557,111917,Annual, Walker Road,TBD,Not required,11/25/22,2022
590319,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Health,F,Experienced (non-manager),60718,90773,Annual,28th Street,TBD,Hybrid,8/18/23,2023
552802,FINANCIAL INFO SVCS AGENCY,Internal,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),120000,132000,Annual,Manhattan,35 Hours Per Week,Not required,9/29/22,2022
538207,DEPARTMENT OF CORRECTION,External,2,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),47418,54531,Annual,Astoria,TBD,Hybrid,2/28/23,2023
573822,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74650,109409,Annual,Staten Islands,TBD,Not required,2/27/23,2023
605793,FIRE DEPARTMENT,Internal,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),100743,142460,Annual,Brooklyn,TBD,Not required,11/13/23,2023
615130,HRA/DEPT OF SOCIAL SERVICES,External,6,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),41248,47435,Annual,Jamaica,TBD,Hybrid,11/6/23,2023
579135,NYC HOUSING AUTHORITY,External,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),75000,130000,Annual,Program Management,TBD,Not required,6/21/23,2023
527815,NYC HOUSING AUTHORITY,External,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),29.98,31.16,Hourly,Manhattan,TBD,Not required,5/12/22,2022
612494,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),74730,161534,Annual,Corona,TBD,Hybrid,11/21/23,2023
563915,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),90114,122168,Annual,Harding Expressway,TBD,Not required,1/9/23,2023
577418,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),58695,89699,Annual,Corona,35 Hours Per Week,Hybrid,11/3/23,2023
606156,DEPARTMENT OF TRANSPORTATION,Internal,7,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),37119,50133,Annual,Water Street,40 hours per week,Hybrid,11/17/23,2023
569696,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,98128,Annual,Water Street,35 Hours Per Week,Not required,2/22/23,2023
606732,TEACHERS RETIREMENT SYSTEM,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),58700,130000,Annual,Water Street,TBD,Hybrid,11/15/23,2023
561355,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),78128,118657,Annual,Harding Expressway,35 Hours Per Week,Hybrid,12/20/22,2022
617507,BRONX DISTRICT ATTORNEY,Internal,4,Non-Competitive-5,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),60000,60000,Annual,Bronx,TBD,Not required,11/27/23,2023
592370,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),58700,100000,Annual,Water Street,TBD,Not required,7/17/23,2023
594207,DEPT OF RECORDS & INFO SERVICE,Internal,1,Competitive-1,M1,"Policy, Research & Analysis",F,Experienced (non-manager),94715,94715,Annual,Chambers Street.,40 hours per week,Hybrid,9/20/23,2023
602132,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,P,Experienced (non-manager),19.2,28.81,Hourly,Staten Islands,TBD,Hybrid,9/7/23,2023
608203,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),58682,134570,Annual,Queens,35 Hours Per Week,Not required,10/4/23,2023
570924,HRA/DEPT OF SOCIAL SERVICES,External,1,Non-Competitive-5,M0,Social Services,F,Manager,64922,110000,Annual,Vanderbilt Avenue,40 hours per week,Hybrid,1/23/23,2023
535008,DEPT OF ENVIRONMENT PROTECTION,External,3,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,65640,Annual,Harding Expressway,TBD,Not required,6/27/22,2022
612208,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,"Policy, Research & Analysis",F,Experienced (non-manager),103026,125000,Annual,28th Street,TBD,Hybrid,10/19/23,2023
583471,HRA/DEPT OF SOCIAL SERVICES,External,1,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),75000,125000,Annual,Metrotech,35 Hours Per Week,Not required,8/21/23,2023
602387,DEPT OF CITYWIDE ADMIN SVCS,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),98470,113240,Annual,Centre Street,TBD,Not required,11/27/23,2023
599224,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,71726,Annual,Queens,35 Hours Per Week,Not required,9/5/23,2023
597060,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,0,Constituent Services & Community Programs,P,Student,17.51,22.64,Hourly,28th Street,TBD,Hybrid,8/7/23,2023
561600,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74650,109409,Annual, Walker Road,TBD,Not required,11/25/22,2022
606441,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),39763,64420,Annual,World Trade Center,40 hours per week,Hybrid,10/10/23,2023
590467,POLICE DEPARTMENT,External,3,Competitive-1,1,Legal Affairs,F,Entry-Level,35249,49894,Annual,Police Plaza,TBD,Hybrid,11/15/23,2023
617126,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,1,Administration & Human Resources,F,Entry-Level,47418,54531,Annual,16Th Street,40 hours per week,Hybrid,11/27/23,2023
617429,HUMAN RIGHTS COMMISSION,External,5,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),78046,89753,Annual,Reade Street,40 hours per week,Not required,11/27/23,2023
521932,DEPARTMENT OF TRANSPORTATION,External,2,Non-Competitive-5,M1,"Policy, Research & Analysis",F,Experienced (non-manager),75504,86830,Annual,Water Street,35 Hours Per Week,Hybrid,3/16/22,2022
590088,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,72038,192152,Annual,Corona,35 Hours Per Week,Not required,6/15/23,2023
602313,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),81571,93807,Annual,Queens,35 Hours Per Week,Not required,11/8/23,2023
614075,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),40982,58605,Annual,Brooklyn,TBD,Hybrid,10/30/23,2023
592944,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Technology, Data & Innovation",TBD,Experienced (non-manager),73507,112896,Annual,Corona,TBD,Hybrid,7/14/23,2023
611695,HOUSING PRESERVATION & DVLPMNT,External,1,Non-Competitive-5,1,Constituent Services & Community Programs,F,Entry-Level,48170,48170,Annual,Gold Street,TBD,Hybrid,10/18/23,2023
587066,DEPARTMENT OF TRANSPORTATION,Internal,1,Non-Competitive-5,M0,Legal Affairs,F,Manager,58700,161534,Annual,Maiden Lane,35 Hours Per Week,Not required,5/20/23,2023
593560,DEPT OF DESIGN & CONSTRUCTION,Internal,3,Non-Competitive-5,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),59116,67983,Annual,Queens,35 Hours Per Week,Hybrid,11/20/23,2023
589244,DEPARTMENT OF INVESTIGATION,External,1,Non-Competitive-5,1,"Public Safety, Inspections, & Enforcement",F,Entry-Level,45113,55000,Annual,Maiden Lane,TBD,Hybrid,9/21/23,2023
558888,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,64922,151469,Annual,Corona,TBD,Not required,10/18/23,2023
561898,DEPT OF HEALTH/MENTAL HYGIENE,External,2,Competitive-1,M1,Health,F,Experienced (non-manager),58700,125000,Annual,NYC - All Boroughs,TBD,Not required,8/28/23,2023
614444,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,M1,Communications & Intergovernmental Affairs,TBD,Experienced (non-manager),72038,192152,Annual,Office Of Public Information,TBD,Not required,11/6/23,2023
612101,HOUSING PRESERVATION & DVLPMNT,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),100000,100000,Annual,Gold Street,TBD,Hybrid,10/19/23,2023
608996,OFFICE OF MANAGEMENT & BUDGET,External,1,Pending Classification-2,M0,"Finance, Accounting, & Procurement",F,Manager,103307,103307,Annual,Greenwich Street,TBD,Hybrid,9/29/23,2023
601111,DEPT OF ENVIRONMENT PROTECTION,External,2,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),98470,133496,Annual,Harding Expressway,TBD,Not required,10/6/23,2023
609088,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M0,Administration & Human Resources,F,Manager,80931,208826,Annual,Corona,35 Hours Per Week,Hybrid,10/6/23,2023
550947,FINANCIAL INFO SVCS AGENCY,Internal,1,Non-Competitive-5,0,Legal Affairs,F,Student,15.5,16,Hourly,Manhattan,35 Hours Per Week,Hybrid,9/13/22,2022
590835,DEPT OF DESIGN & CONSTRUCTION,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,77250,Annual,Queens,35 Hours Per Week,Hybrid,7/1/23,2023
585608,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,Building Operations & Maintenance,P,Experienced (non-manager),62.88,62.88,Hourly,Corona,35 Hours Per Week,Hybrid,6/1/23,2023
613665,OFFICE OF THE COMPTROLLER,Internal,1,Competitive-1,M0,"Technology, Data & Innovation",F,Manager,100000,110000,Annual,Centre Street,TBD,Not required,10/27/23,2023
603540,CONSUMER AND WORKER PROTECTION,External,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),67170,77246,Annual,Broadway,TBD,Not required,10/30/23,2023
591400,DEPT OF ENVIRONMENT PROTECTION,Internal,2,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),37.28,43.4,Hourly,Bronx,TBD,Hybrid,8/24/23,2023
600449,OFFICE OF MANAGEMENT & BUDGET,Internal,2,Pending Classification-2,1,"Finance, Accounting, & Procurement",F,Entry-Level,51550,73806,Annual,Greenwich Street,TBD,Hybrid,8/23/23,2023
569969,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,64922,173486,Annual,Harding Expressway,TBD,Not required,2/15/23,2023
602833,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),58682,134570,Annual,Queens,35 Hours Per Week,Not required,9/5/23,2023
606644,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),47418,69462,Annual,Broadway,TBD,Hybrid,9/22/23,2023
580808,DEPARTMENT OF TRANSPORTATION,External,1,Non-Competitive-5,M1,"Policy, Research & Analysis",F,Experienced (non-manager),74710,100812,Annual,Water Street,TBD,Hybrid,4/10/23,2023
588294,DEPT OF ENVIRONMENT PROTECTION,External,1,Non-Competitive-5,M1,Health,F,Experienced (non-manager),80103,100532,Annual,Harding Expressway,35 Hours Per Week,Hybrid,11/27/23,2023
588033,DEPT OF ENVIRONMENT PROTECTION,Internal,4,Competitive-1,1,Building Operations & Maintenance,F,Entry-Level,298.24,347.2,Daily,Harding Expressway,40 hours per week,Hybrid,6/15/23,2023
574725,FIRE DEPARTMENT,External,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),75000,140000,Annual,Brooklyn,TBD,Not required,6/30/23,2023
608055,OFFICE OF RACIAL EQUITY,Internal,1,Pending Classification-2,M0,"Policy, Research & Analysis",F,Manager,0,95000,Annual,Broadway,TBD,New York City residency is required.,11/27/23,2023
595770,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,Legal Affairs,F,Experienced (non-manager),27.1702,41.1138,Hourly,Maiden Lane,35 Hours Per Week,Hybrid,8/24/23,2023
568289,DEPARTMENT OF TRANSPORTATION,External,3,Competitive-1,1,"Engineering, Architecture, & Planning",F,Entry-Level,51413,62260,Annual,Water Street,40 hours per week,Not required,1/11/23,2023
614527,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,M0,"Public Safety, Inspections, & Enforcement",F,Manager,74041,85147,Annual,Queens,TBD,Hybrid,11/9/23,2023
555920,DEPARTMENT OF TRANSPORTATION,Internal,1,Non-Competitive-5,1,"Technology, Data & Innovation",F,Entry-Level,75000,130000,Annual,Water Street,TBD,Not required,7/13/23,2023
564375,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,85646,Annual,Water Street,35 Hours Per Week,Hybrid,12/20/22,2022
590036,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Health,F,Experienced (non-manager),82506,86830,Annual,28th Street,TBD,Hybrid,9/28/23,2023
616547,NYC POLICE PENSION FUND,Internal,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),86102,101295,Annual,Broadway,40 hours per week,Hybrid,11/21/23,2023
584490,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),50972,82730,Annual,Water Street,35 Hours Per Week,Hybrid,5/2/23,2023
606995,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,"Finance, Accounting, & Procurement",F,Manager,58700,173486,Annual,Harding Expressway,35 Hours Per Week,Hybrid,10/30/23,2023
608824,NYC HOUSING AUTHORITY,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),95000,120000,Annual,Program Management,TBD,Not required,10/30/23,2023
609581,DEPT OF PARKS & RECREATION,Internal,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),61.5,61.5,Hourly,Randalls Islands,40 hours per week,New York City residency is required.,10/5/23,2023
591524,DEPT OF RECORDS & INFO SERVICE,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,TBD,Experienced (non-manager),32.3569,37.2102,Hourly,Chambers Street.,20 Hours Per Week,Hybrid,9/20/23,2023
607244,DEPT OF CITYWIDE ADMIN SVCS,External,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),74041,85147,Annual,Centre Street,TBD,Not required,11/16/23,2023
527824,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),52.79,52.79,Hourly,Manhattan,TBD,Not required,5/12/22,2022
564713,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,64922,173486,Annual,Harding Expressway,35 Hours Per Week,Not required,1/9/23,2023
587257,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),56972,155020,Annual,Harding Expressway,TBD,Not required,5/22/23,2023
604028,DEPARTMENT OF CORRECTION,External,1,Non-Competitive-5,M2,Legal Affairs,F,Executive,200000,225000,Annual,Astoria,TBD,Hybrid,11/9/23,2023
578061,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M0,Communications & Intergovernmental Affairs,F,Manager,88936,223761,Annual,Harding Expressway,TBD,Not required,3/19/23,2023
606327,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),63.6,63.6,Hourly,First Avenue,TBD,Not required,10/17/23,2023
590500,HRA/DEPT OF SOCIAL SERVICES,External,1,Non-Competitive-5,M0,Legal Affairs,F,Manager,110000,125000,Annual,Broadway,40 hours per week,Not required,10/2/23,2023
584036,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Health,F,Experienced (non-manager),66442,91234,Annual,World Trade Center,40 hours per week,Hybrid,8/10/23,2023
608608,OFFICE OF THE COMPTROLLER,External,1,Competitive-1,M0,"Technology, Data & Innovation",F,Manager,145000,155000,Annual,Centre Street,TBD,Not required,9/28/23,2023
607547,DEPT. OF HOMELESS SERVICES,Internal,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),98470,133496,Annual,Brooklyn,40 hours per week,Not required,11/27/23,2023
596149,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Health,F,Experienced (non-manager),72603,92000,Annual,28th Street,TBD,Hybrid,8/10/23,2023
588019,DEPARTMENT OF TRANSPORTATION,Internal,1,Non-Competitive-5,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),74710,100812,Annual,Water Street,TBD,Hybrid,6/10/23,2023
606990,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),81571,119554,Annual,Water Street,35 Hours Per Week,Hybrid,10/16/23,2023
562664,DEPARTMENT OF TRANSPORTATION,External,1,Non-Competitive-5,M2,Legal Affairs,F,Executive,116506,252165,Annual,Water Street,35 Hours Per Week,Not required,6/30/23,2023
607317,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,93587,Annual,Water Street,35 Hours Per Week,Hybrid,10/19/23,2023
578500,DEPT OF HEALTH/MENTAL HYGIENE,External,2,Non-Competitive-5,1,Constituent Services & Community Programs,F,Entry-Level,76174,76174,Annual,28th Street,TBD,Not required,11/17/23,2023
614656,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),80931,160000,Annual,28th Street,TBD,Hybrid,11/2/23,2023
